CODE_UAI;NUM_SIRET;CODE_ACADEMIE;ACADEMIE;DEPARTEMENT;SIGLE_UAI;NATURE_UAI;PATRONYME;NOM_ETABLISSEMENT;STATUT;CONTRAT_ETABLISSEMENT;ADRESSE_POSTALE;CODE_POSTAL;CODE_INSEE;COMMUNE;TELEPHONE;FAX;SITE_WEB;MAIL;MINISTERE_TUTELLE;INTERNAT;ANNEE_CONSTRUCTION;DATE_MAJ;GEO
0772629P;35319145500016;024;Créteil;77;SEP PR;Section d’enseignement professionnel;INSTITUTION-SAINT-ASPAIS (SEP);Section d'Enseignement Professionnel Saint Aspais;privé;autres établissements;36 rue Saint Barthélémy;77007;77288;Melun;0160565959;;;ce.0772629P@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.542187019437556, 2.6554008685423067
0920897A;78530717400017;025;Versailles;92;LGT PR;lycée d'enseignement général et technologique;NOTRE-DAME-DE-BOULOGNE;Lycée général et technologique privé Notre Dame;privé;lycée privé sous contrat Éducation nationale;1 avenue Charles de Gaulle;92100;92012;Boulogne-Billancourt;0146999575;0146990490;;ce.0920897A@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.84604983184579, 2.2368573271502044
0783537W;78508797400016;025;Versailles;78;LP PR;lycée professionnel;NOTRE-DAME (PROFESSIONNEL);Lycée professionnel privé Notre Dame;privé;lycée privé sous contrat Éducation nationale;15 rue de Strasbourg;78200;78361;Mantes-la-Jolie;0134977603;0134978072;;ce.0783537W@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.99136827493984, 1.7114321486935469
0931573E;78475424400035;024;Créteil;93;LP PR;lycée professionnel;ROBERT-SCHUMAN (PRO);Lycée professionnel privé Robert Schuman;privé;lycée privé sous contrat Éducation nationale;7 avenue du Général de Gaulle;93440;93030;Dugny;0148377426;;;ce.0931573E@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.9489464222051, 2.41462548035602
0772312V;19772312500013;024;Créteil;77;LPO LYC METIER;lycée polyvalent;FLORA-TRISTAN;Lycée polyvalent Flora-Tristan - Lycée des métiers de la mode et de l'administration de la PME-PMI;public;;12 avenue du 8 Mai 1945;77130;77305;Montereau-Fault-Yonne;0164325062;0164324492;http://www.lyceefloratristan77.com/;ce.0772312V@ac-creteil.fr;Éducation nationale;;1992;2026-03-12;48.37742624453432, 2.945380298354958
0783533S;19780272100013;025;Versailles;78;LPO LYC METIER;lycée polyvalent;CAMILLE-CLAUDEL;Lycée C. Claudel - Lyc. métiers du commerce, de la vente, des métiers de la restauration, de l'aide à la personne et de la gestion administrative;public;;20 rue de la Lyre;78711;78362;Mantes-la-Ville;0134979210;0134979215;http://www.lyc-metiers-mantes.ac-versailles.fr/;ce.0783533S@ac-versailles.fr;Éducation nationale;;1970;2026-03-12;48.9640880760075, 1.7162483232833152
0750788Z;19750788200011;001;Paris;75;LP LYC METIER;lycée professionnel;MARCEL-DEPREZ;Lycée professionnel Marcel Deprez - Lycée des métiers de l'électricité et de ses environnements connectés;public;;39 rue de la Roquette;75011;75111;Paris 11e Arrondissement;0156984700;0156984701;http://lyc-marcel-deprez.scola.ac-paris.fr/;ce.0750788Z@ac-paris.fr;Éducation nationale;;;2026-03-12;48.85523125977415, 2.3735896106155514
0750683K;19750683500010;001;Paris;75;LG;lycée d'enseignement général;CLAUDE-MONET;Lycée général Claude Monet;public;;1 rue DU DOCTEUR MAGNAN;75013;75113;Paris 13e Arrondissement;0156619025;0156619002;https://lyc-claude-monet.ac-paris.fr;ce.0750683K@ac-paris.fr;Éducation nationale;;1955;2026-01-16;48.82743361046444, 2.3623234040857297
0950812S;78586494300036;025;Versailles;95;LPO PR METIER;lycée polyvalent;JEANNE-D'ARC;Lycée polyvalent privé Jeanne d'Arc - Lycée des métiers du commerce, de la gestion et des services aux entreprises;privé;lycée privé sous contrat Éducation nationale;2 bis boulevard Toussaint Lucas;95130;95252;Franconville;0134137556;0134139980;;ce.0950812S@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.988313983161426, 2.230244049583227
0940171A;19940171200013;024;Créteil;94;EREA;établissement régional d’enseignement adapté;STENDHAL;Etablissement régional d'enseignement adapté Stendhal;public;;6 rue Désiré Dautier;94380;94011;Bonneuil-sur-Marne;0180918630;;http://www.erea-stendhal.websco.fr/;ce.0940171A@ac-creteil.fr;Éducation nationale;Oui;1623;2026-03-12;48.774946732869964, 2.4870864032837714
0951974E;19951398700016;025;Versailles;95;LPO;lycée polyvalent;LOUIS-ARMAND;Lycée polyvalent Louis Armand;public;;32 rue Stéphane Proust;95600;95203;Eaubonne;0134061030;0134166319;http://www.lycee-louis-armand-eaubonne.fr/;ce.0951974E@ac-versailles.fr;Éducation nationale;;1979;2026-03-12;48.995629923259834, 2.2875516643717564
0940113M;19940113400010;024;Créteil;94;LPO;lycée polyvalent;LANGEVIN-WALLON;Lycée polyvalent Langevin-Wallon;public;;126 avenue Roger Salengro;94507;94017;Champigny-sur-Marne;0148812833;;http://www.lycee-langevin-wallon.com/;ce.0940113M@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.816826741365325, 2.498317131240832
0941952L;19941952400012;024;Créteil;94;LPO;lycée polyvalent;FRANCOIS-ARAGO;Lycée polyvalent François Arago;public;;36 avenue de l'Europe;94190;94078;Villeneuve-Saint-Georges;0145108700;;http://lycee-arago.fr/;ce.0941952L@ac-creteil.fr;Éducation nationale;Oui;1992;2026-03-12;48.730784017182465, 2.4579412438695334
0942130E;19941303000016;024;Créteil;94;LPO;lycée polyvalent;PARC-MONTALEAU;Lycée polyvalent Montaleau;public;;2 bis rue Pierre Semard;94371;94071;Sucy-en-Brie;0145902513;;http://lyceemontaleau.fr/;ce.0942130E@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.769902945113586, 2.516878385669346
0910715H;19910715200019;025;Versailles;91;LP LYC METIER;lycée professionnel;JEAN-PERRIN;Lycée professionnel Jean Perrin - Lycée des métiers de l'industrie, des services à la personne et aux entreprises;public;;26 rue Léontine Sohier;91163;91345;Longjumeau;0169091973;0164540231;http://www.lyc-perrin-longjumeau.ac-versailles.fr/;ce.0910715H@ac-versailles.fr;Éducation nationale;;1966;2026-03-12;48.69217496336768, 2.300680870404728
0750588G;19750588600014;001;Paris;75;LP LYC METIER;lycée professionnel;RENÉ-CASSIN;Lycée professionnel René Cassin - Lycée des métiers supports, du conseil et du numérique;public;;185 avenue de Versailles;75016;75116;Paris 16e Arrondissement;0142883366;0140508870;https://pia.ac-paris.fr/serail/jcms/s1_2378173/fr/lycee-professionnel-rene-cassin;ce.0750588G@ac-paris.fr;Éducation nationale;;1917;2026-03-12;48.839902671715976, 2.2638473716260283
0950667J;19950667600014;025;Versailles;95;LPO LYC METIER;lycée polyvalent;ROMAIN-ROLLAND;Lycée polyvalent Romain Rolland;public;;21 avenue DE MONTMORENCY;95190;95280;Goussainville;0139339555;0139885794;http://www.lyc-rolland-goussainville.ac-versailles.fr/;ce.0950667J@ac-versailles.fr;Éducation nationale;;1960;2025-04-14;49.03008843579929, 2.4528491810601567
0921156G;19921156600013;025;Versailles;92;LPO LYC METIER;lycée polyvalent;GALILÉE;Lycée polyvalent Galilée - Lycée des métiers de la chimie et des biotechnologies;public;;79 avenue Chandon;92230;92036;Gennevilliers;0147333020;0147933844;http://www.lyc-galilee-gennevilliers.ac-versailles.fr/;ce.0921156G@ac-versailles.fr;Éducation nationale;Oui;2005;2026-03-12;48.920889618228884, 2.302861248134882
0932221J;19930142500013;024;Créteil;93;LPO LYC METIER;lycée polyvalent;BLAISE-PASCAL;Lycée polyvalent Blaise Pascal;public;;18 rue MARC VIEVILLE;93250;93077;Villemomble;0148547961;0148943631;http://lyceeblaisepascal.fr/;ce.0932221J@ac-creteil.fr;Éducation nationale;;1970;2024-05-31;48.882270887269236, 2.5112979907000073
0912251C;19911033900017;025;Versailles;91;LPO LYC METIER;lycée polyvalent;HENRI-POINCARÉ;Lycée polyvalent Henri Poincare - Lycée des métiers de l'aide à la personne;public;;36 rue LEON BOURGEOIS;91122;91477;Palaiseau;0169317530;0169317540;http://www.lyc-poincare-palaiseau.ac-versailles.fr/;ce.0912251C@ac-versailles.fr;Éducation nationale;;2005;2026-01-14;48.70361532889546, 2.237389426947363
0782556E;19782556500017;025;Versailles;78;LPO LYC METIER;lycée polyvalent;LEONARD-DE-VINCI;Lycée polyvalent Léonard de Vinci - Lycée des métiers de l'électrotechnique et de la maintenance industrielle;public;;2 boulevard Hector Berlioz;78100;78551;Saint-Germain-en-Laye;0139102525;0139102535;http://www.lyc-vinci-saint-germain.ac-versailles.fr/;ce.0782556E@ac-versailles.fr;Éducation nationale;;1974;2026-03-05;48.89145201051931, 2.0638646686638684
0940137N;19940137300014;024;Créteil;94;LPO LYC METIER;lycée polyvalent;SOURCE (LA);Lycée polyvalent la Source - Lycée des métiers des services et de la création;public;;54 avenue de la Source;94130;94052;Nogent-sur-Marne;0148732298;;http://lasource-nogent.fr/;ce.0940137N@ac-creteil.fr;Éducation nationale;;1960;2026-03-12;48.830184203953856, 2.465733598651929
0952158E;50862650400015;025;Versailles;95;LGT PR;lycée d'enseignement général et technologique;INSTITUT-PAUL-RICOEUR;Lycée général et technologique privé Paul Ricoeur;privé;lycée privé sous contrat Éducation nationale;85 rue de Paris;95380;95351;Louvres;0130353985;0134318105;;ce.0952158E@ac-versailles.fr;Éducation nationale;;;2026-03-12;49.043675463365545, 2.5082096202110216
0920875B;77572829800016;025;Versailles;92;LGT PR;lycée d'enseignement général et technologique;SAINTE-MARIE;Lycée général et technologique privé Sainte Marie;privé;lycée privé sous contrat Éducation nationale;24 boulevard Victor Hugo;92200;92051;Neuilly-sur-Seine;0147575858;0147574247;;ce.0920875B@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.88468159851701, 2.281168543435465
0754965P;78477860700027;001;Paris;75;LGT PR;lycée d'enseignement général et technologique;LUCIEN-DE-HIRSCH;Lycée général et technologique privé Lucien de Hirsh;privé;lycée privé sous contrat Éducation nationale;70 avenue Secrétan;75019;75119;Paris 19e Arrondissement;0142088414;0142415448;http://www.luciendehirsch.fr/;ce.0754965P@ac-paris.fr;Éducation nationale;;;2026-03-12;48.87973125043814, 2.3763765131614325
0940821G;77574152300010;024;Créteil;94;LGT PR;lycée d'enseignement général et technologique;GREGOR-MENDEL;Lycée général et technologique privé Grégor Mendel;privé;lycée privé sous contrat Éducation nationale;205 rue de Fontenay;94300;94080;Vincennes;0149579700;;;ce.0940821G@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.84879538198755, 2.4272259797205877
0772324H;78498956800034;024;Créteil;77;LGT PR;lycée d'enseignement général et technologique;SAINTE-THÉRÈSE;Lycée général et technologique privé Campus Sainte Thérèse;privé;lycée privé sous contrat Éducation nationale;Avenue Erasme- Ront point de l'E;77330;77350;Ozoir-la-Ferrière;0164431000;;;ce.0772324H@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.75766772337333, 2.697458430950195
0920904H;30154650300014;025;Versailles;92;LGT PR;lycée d'enseignement général et technologique;SAINTE-MARIE;Lycée général et technologique privé Sainte Marie La Croix;privé;lycée privé sous contrat Éducation nationale;2 rue de l'Abbaye;92160;92002;Antony;0146115800;0146115810;;ce.0920904H@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.75382931490658, 2.3000400788258974
0783286Y;39062446800026;025;Versailles;78;LGT PR;lycée d'enseignement général et technologique;SAINT-EREMBERT;Lycée général et technologique privé Saint Erembert;privé;lycée privé sous contrat Éducation nationale;5 rue Salomon Reinach;78100;78551;Saint-Germain-en-Laye;0139215858;0139215828;www.saint-erembert.fr;ce.0783816Z@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.89599108673565, 2.099642839310491
0754086J;33875689300016;001;Paris;75;LGT PR;lycée d'enseignement général et technologique;CHARLES-DE-FOUCAULD;Lycée général et technologique privé Charles de Foucauld;privé;lycée privé sous contrat Éducation nationale;5 rue de la Madone;75018;75118;Paris 18e Arrondissement;0146077259;0146072841;http://www.lyceecharlesdefoucauld.fr/;ce.0754086J@ac-paris.fr;Éducation nationale;;;2026-03-12;48.89260687899484, 2.361191067765284
0750800M;19750800500018;001;Paris;75;LP;lycée professionnel;EDMOND-ROSTAND;Lycée professionnel Edmond Rostand;public;;15 RUE DE L'EVANGILE;75018;75118;Paris 18e Arrondissement;0153358181;0153358180;https://www.ac-paris.fr/serail/jcms/s1_819728/fr/accueil;ce.0750800M@ac-paris.fr;Éducation nationale;;1968;2026-01-14;48.89265633917477, 2.3625406958730264
0940145X;19940145600017;024;Créteil;94;LP;lycée professionnel;CAMILLE-CLAUDEL;Lycée professionnel Camille Claudel;public;;4 rue des carrières;94400;94081;Vitry-sur-Seine;0147181660;;https://lyceecamilleclaudel-vitry.fr/;ce.0940145X@ac-creteil.fr;Éducation nationale;;1965;2026-03-12;48.79927411894196, 2.392590514011896
0940132H;19940132400017;024;Créteil;94;LP;lycée professionnel;GABRIEL-PÉRI;Lycée professionnel Gabriel Péri;public;;41 avenue Boileau;94500;94017;Champigny-sur-Marne;0148804324;;http://lpgabrielperivaldemarne.info/wordpress/;ce.0940132H@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.80639438892424, 2.5454130479978945
0920149M;19920149200014;025;Versailles;92;LGT;lycée d'enseignement général et technologique;JULES-MICHELET;Lycée général et technologique Michelet;public;;5 RUE JULLIEN;92174;92075;Vanves;0146426150;0146426663;http://www.cite-scolaire-michelet-vanves.ac-versailles.fr/;ce.0920149M@ac-versailles.fr;Éducation nationale;Oui;1695;2026-03-05;48.82495893858087, 2.287063145552871
0911632E;19911632800014;025;Versailles;91;LGT;lycée d'enseignement général et technologique;RENÉ-CASSIN;Lycée général et technologique René Cassin;public;;17 rue Jean Moulin;91294;91021;Arpajon;0160832909;0164902929;http://www.lyc-cassin-arpajon.ac-versailles.fr/;ce.0911632E@ac-versailles.fr;Éducation nationale;;1978;2026-03-12;48.58009042813943, 2.2447813766054168
0931613Y;19931613400014;024;Créteil;93;LGT;lycée d'enseignement général et technologique;LOUISE-MICHEL;Lycée général et technologique Louise Michel;public;;70 avenue Jean Jaurès;93000;93008;Bobigny;0148102244;0148102255;http://louisemichelbobigny.fr/;ce.0931613Y@ac-creteil.fr;Éducation nationale;;1976;2026-03-12;48.902080737124066, 2.440758244161289
0930117X;19930117700010;024;Créteil;93;LGT;lycée d'enseignement général et technologique;LE-CORBUSIER;Lycée général et Technologique Le Corbusier;public;;44 rue Léopold Rechossière;93533;93001;Aubervilliers;0148337457;;https://www.lgtlecorbusier.org/;ce.0930117X@ac-creteil.fr;Éducation nationale;;1965;2026-03-12;48.91446163195137, 2.3902951798257757
0930125F;19930125000015;024;Créteil;93;LGT;lycée d'enseignement général et technologique;PAUL-ELUARD;Lycée enseignement général et technologique Paul Eluard;public;;15 avenue Jean Moulin;93206;93066;Saint-Denis;0149717000;0149400309;http://www.suger.fr/;ce.0930125F@ac-creteil.fr;Éducation nationale;;1957;2026-03-25;48.9412972594893, 2.364486504485791
0931565W;19931565600017;024;Créteil;93;LGT;lycée d'enseignement général et technologique;FLORA-TRISTAN;Lycée général et technologique Flora Tristan;public;;27 RUE DES HAUTS ROSEAUX;93166;93051;Noisy-le-Grand;0148151660;0148151661;;ce.0931565W@ac-creteil.fr;Éducation nationale;;1980;2026-01-30;48.84372546299013, 2.574112902703786
0911937L;19911937100011;025;Versailles;91;LGT;lycée d'enseignement général et technologique;FRANCOIS-TRUFFAUT;Lycée général et technologique François Truffaut;public;;Rue Georges Pompidou;91072;91086;Bondoufle;0169113540;0160868752;http://www.lyc-truffaut-bondoufle.ac-versailles.fr/;ce.0911937L@ac-versailles.fr;Éducation nationale;;1991;2026-03-12;48.61869307584424, 2.389553325621402
0951221L;87826127000010;025;Versailles;95;LPO PR;lycée polyvalent;VAUBAN;Lycée polyvalent privé Vauban;privé;lycée privé sous contrat Éducation nationale;23 place de Petit Martroy;95300;95500;Pontoise;0134201313;0134201314;;ce.0951221L@ac-versailles.fr;Éducation nationale;;;2026-03-12;49.05127565077627, 2.097018853452311
0754016H;93266389100012;001;Paris;75;LPO PR;lycée polyvalent;INITIATIVE (L');Lycée polyvalent privé L'Initiative;privé;lycée privé sous contrat Éducation nationale;24 rue Bouret;75019;75119;Paris 19e Arrondissement;0153384410;0142415942;www.lyceelinitiative.com;information-lyceelinitiative@wanadoo.fr;Éducation nationale;;;2026-03-12;48.88147660729707, 2.374606140786948
0750699C;19750699100011;001;Paris;75;LG;lycée d'enseignement général;JANSON-DE-SAILLY;Lycée général et technologique Janson de Sailly;public;;106 rue DE LA POMPE;75016;75116;Paris 16e Arrondissement;0155732800;0145534390;http://www.janson-de-sailly.fr/lycee/;ce.0750699C@ac-paris.fr;Éducation nationale;Oui;1884;2026-01-23;48.86556113280372, 2.2794516898235146
0920142E;19920142700010;025;Versailles;92;LG;lycée d'enseignement général;LOUIS-PASTEUR;Lycée d'enseignement général Louis Pasteur;public;;17 boulevard D'INKERMANN;92200;92051;Neuilly-sur-Seine;0146241501;0147222128;http://www.lyc-pasteur-neuilly.ac-versailles.fr/;ce.0920142E@ac-versailles.fr;Éducation nationale;;1923;2026-02-09;48.88595460363033, 2.274384237955365
0750703G;19750703100015;001;Paris;75;LG;lycée d'enseignement général;MOLIERE;Lycée général Molière;public;;71 RUE DU RANELAGH;75016;75116;Paris 16e Arrondissement;0142881427;0142249831;http://www.lycee-moliere.fr/;ce.0750703G@ac-paris.fr;Éducation nationale;;1888;2026-01-16;48.855000626527904, 2.2721249445436613
0753647G;78428085100014;001;Paris;75;LG PR;lycée d'enseignement général;ALSACIENNE;Ecole Alsacienne (Lycée général privé);privé;lycée privé sous contrat Éducation nationale;109 rue Notre-Dame des Champs;75006;75106;Paris 6e Arrondissement;0144320470;0143290284;http://www.ecole-alsacienne.org/spip/;ce.0753647G@ac-paris.fr;Éducation nationale;;;2026-03-12;48.841017895179036, 2.333815334284292
0754325U;78441431000101;001;Paris;75;LG PR;lycée d'enseignement général;BETH-HANNA;Lycée général privé Beth Hanna;privé;lycée privé sous contrat Éducation nationale;49 rue Petit;75019;75119;Paris 19e Arrondissement;0144527253;0140036573;http://leslycees.fr/paris-75000/lycee-prive-beth-hanna-2vl.html;ce.0754325U@ac-paris.fr;Éducation nationale;;;2026-03-12;48.88554661371878, 2.3856562924528557
0753897D;3401389570055;001;Paris;75;LG PR;lycée d'enseignement général;SAINT-MICHEL-DE-PICPUS;Lycée général privé Saint Michel de Picpus;privé;lycée privé sous contrat Éducation nationale;53 rue de la Gare de Reuilly;75012;75112;Paris 12e Arrondissement;0143445556;0143430834;stmicheldepicpus.fr;contact@saintmicheldepicpus.fr;Éducation nationale;;;2026-03-12;48.84232465809332, 2.3965184529444565
0771246L;30410077900046;024;Créteil;77;LG PR;lycée d'enseignement général;INSTITUT-BOSSUET;Lycée général Bossuet;privé;lycée privé sous contrat Éducation nationale;12 rue de la Visitation;77109;77284;Meaux;0164363535;;;ce.0771246l@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.965240864630644, 2.884409769397849
0931813R;31532018400015;024;Créteil;93;LG PR;lycée d'enseignement général;GROUPE-SCOLAIRE-ALLIANCE;Lycée général privé Alliance;privé;lycée privé sous contrat Éducation nationale;35 allée Robert Estienne;93320;93057;Les Pavillons-sous-Bois;0148481617;;;ce.0931813R@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.90668439959775, 2.511523065375592
0940881X;30413578300013;024;Créteil;94;LG PR;lycée d'enseignement général;MONTALEMBERT;Lycée général privé Montalembert;privé;lycée privé sous contrat Éducation nationale;28 boulevard Gambetta;94736;94052;Nogent-sur-Marne;0148737646;;;ce.0940881X@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.83859441464278, 2.4720808599421282
0753598D;78425936800032;001;Paris;75;LG PR;lycée d'enseignement général;SÉVIGNÉ;Collège Sévigné (Ecole secondaire privée);privé;lycée privé sous contrat Éducation nationale;28 rue Pierre Nicole;75005;75105;Paris 5e Arrondissement;0153101414;0153101415;http://www.collegesevigne.org/;ce.0753598D@ac-paris.fr;Éducation nationale;;;2026-03-12;48.840756464239895, 2.33938047906221
0753948J;77568888000035;001;Paris;75;LG PR;lycée d'enseignement général;ASSOMPTION-LUBECK;Institut de l'Assomption (Ecole secondaire privée);privé;lycée privé sous contrat Éducation nationale;6 rue de Lubeck;75016;75116;Paris 16e Arrondissement;0147209183;0147200198;http://www.assomption-lubeck.com/;ce.0753948J@ac-paris.fr;Éducation nationale;;;2026-03-12;48.86687437031992, 2.2942747896366904
0753217P;77568879900615;001;Paris;75;LP PR;lycée professionnel;SAINTE-THÉRÈSE-FONDATION-D'AUTEUIL;Lycée polyvalent privé Sainte Thérèse;privé;lycée privé sous contrat Éducation nationale;40 rue Jean de la Fontaine;75016;75116;Paris 16e Arrondissement;0144147304;0144147365;http://lycee-sainte-therese.blog.apprentis-auteuil.org;ce.0753217P@ac-paris.fr;Éducation nationale;;;2026-03-12;48.85109598228065, 2.2720404805383816
0781856U;3906244680001;025;Versailles;78;LP PR;lycée professionnel;SAINT-EREMBERT (PROFESSIONNEL);Lycée professionnel privé Saint Erembert;privé;lycée privé sous contrat Éducation nationale;5 rue Salomon Reinach;78100;78551;Saint-Germain-en-Laye;0139215858;0139215828;www.saint-erembert.fr;ce.0781856U@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.89599108673565, 2.099642839310491
0782100J;78515055800019;025;Versailles;78;LP PR;lycée professionnel;CHATAIGNIERS (LES) (PROFESSIONNEL);Lycée professionnel privé Les Châtaigniers;privé;lycée privé sous contrat Éducation nationale;11 bis avenue Jean Jaurès;78000;78646;Versailles;0139559504;0139231819;;ce.0782100J@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.81688127983218, 2.1441671016364316
0930946Y;78562098000017;024;Créteil;93;LP PR;lycée professionnel;SAINT-VINCENT-DE-PAUL;Lycée professionnel privé Saint Vincent de Paul;privé;lycée privé sous contrat Éducation nationale;25 rue Albert Walter;93200;93066;Saint-Denis;0148223456;;;ce.0930946Y@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.93801248587419, 2.359138732052198
0772631S;78496247400010;024;Créteil;77;SEP PR;Section d’enseignement professionnel;JEAN-ROSE (SEP);Section d'Enseignement Professionnel Jean Rosé;privé;autres établissements;20 rue de Chaage;77109;77284;Meaux;0160098850;;;ce.0772631S@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.963587083679414, 2.879744147846858
0750711R;19750711400019;001;Paris;75;LGT;lycée d'enseignement général et technologique;HENRI-BERGSON;Lycée général et technologique Henri Bergson;public;;27 RUE EDOUARD PAILLERON;75019;75119;Paris 19e Arrondissement;0142020636;0142028352;https://www.ac-paris.fr/serail/jcms/s2_1614337/fr/cite-scolaire-henri-bergson-jacquard;ce.0750711R@ac-paris.fr;Éducation nationale;;1967;2026-01-14;48.88112074883683, 2.377938887612686
0921399W;19921399200019;025;Versailles;92;LGT;lycée d'enseignement général et technologique;MAURICE-GENEVOIX;Lycée général et technologique Maurice Genevoix;public;;29 avenue DU FORT;92120;92049;Montrouge;0149656500;0147352845;http://www.lyc-genevoix-montrouge.ac-versailles.fr/;ce.0921399W@ac-versailles.fr;Éducation nationale;;1998;2026-01-16;48.81052663525963, 2.3229896222976945
0770926N;19770926400018;024;Créteil;77;LGT;lycée d'enseignement général et technologique;FRANCOIS-COUPERIN;Lycée général et technologique François Couperin;public;;Route HURTAULT;77305;77186;Fontainebleau;0160395500;0160395501;http://www.francoiscouperin.fr/;ce.0770926N@ac-creteil.fr;Éducation nationale;Oui;1967;2026-01-21;48.39905368078548, 2.6868318330322696
0951399E;19951399500019;025;Versailles;95;LGT;lycée d'enseignement général et technologique;ALFRED-KASTLER;Lycée général et technologique Alfred Kastler;public;;26 avenue de la Palette;95000;95127;Cergy;0130324747;0130323392;http://www.lyc-kastler-cergy.ac-versailles.fr/;ce.0951399E@ac-versailles.fr;Éducation nationale;;1978;2026-03-12;49.03466919679982, 2.0847198446121924
0951723G;19951723600014;025;Versailles;95;LGT;lycée d'enseignement général et technologique;MONTESQUIEU;Lycée général et technologique Montesquieu;public;;165 rue Emile Zola;95220;95306;Herblay-sur-Seine;0134507100;0139781349;http://www.lyc-montesquieu-herblay.ac-versailles.fr/;ce.0951723G@ac-versailles.fr;Éducation nationale;;1990;2026-01-29;48.99997501055952, 2.146164327176315
0951766D;19951766500014;025;Versailles;95;LGT;lycée d'enseignement général et technologique;SIMONE-DE-BEAUVOIR;Lycée général et technologique Simone de Beauvoir;public;;171 avenue de Stalingrad;95141;95268;Garges-lès-Gonesse;0139930990;0139930999;http://www.lyc-beauvoir.ac-versailles.fr/index.php;ce.0951766D@ac-versailles.fr;Éducation nationale;;1992;2026-03-12;48.96682862588183, 2.409565936765306
0912321D;78523116800010;025;Versailles;91;LPO PR;lycée polyvalent;SAINT-MARTIN;Lycée polyvalent privé Saint-Martin;privé;lycée privé sous contrat Éducation nationale;36 avenue du 8 Mai 1945;91120;91477;Palaiseau;0176471550;0169315109;;ce.0912321D@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.709422133906465, 2.242575313116032
0780584L;19780584900019;025;Versailles;78;LP;lycée professionnel;HENRI-MATISSE;Lycée professionnel Henri Matisse;public;;92 rue de Montfort;78196;78621;Trappes;0130628742;0130626424;http://www.lycee-henri-matisse.fr/;ce.0780584L@ac-versailles.fr;Éducation nationale;;1972;2026-03-12;48.781960766559784, 1.9932748290075384
0921626T;19921626800011;025;Versailles;92;LP;lycée professionnel;CLAUDE-CHAPPE;Lycée professionnel Claude Chappe;public;;54 rue des Alouettes;92000;92050;Nanterre;0146250580;0147725660;http://www.lyc-claudechappe-nanterre.ac-versailles.fr/;ce.0921626T@ac-versailles.fr;Éducation nationale;;1979;2026-03-12;48.883562811153844, 2.2114494917885015
0770938B;19770938900013;024;Créteil;77;LPO;lycée polyvalent;ANDRÉ-MALRAUX;Lycée polyvalent André Malraux;public;;4 avenue du Lycée;77130;77305;Montereau-Fault-Yonne;0164707171;;https://devwp.lycee-andre-malraux.org/;ce.0770938B@ac-creteil.fr;Éducation nationale;Oui;;2026-03-12;48.3940334599328, 2.959274568126143
0951788C;19951788900010;025;Versailles;95;LPO;lycée polyvalent;GEORGE-SAND;Lycée polyvalent George Sand;public;;Avenue du Lycée;95331;95199;Domont;0139350213;0139351397;https://www.lyc-sand-domont.fr/;ce.0951788C@ac-versailles.fr;Éducation nationale;;1992;2026-03-12;49.027078954616286, 2.3396725120879878
0781883Y;19781883400024;025;Versailles;78;LPO;lycée polyvalent;DUMONT-D'URVILLE;Lycée polyvalent Dumont d'Urville;public;;2 avenue de Franche Comté;78310;78383;Maurepas;0130164610;0130164619;http://www.lyc-dumont-maurepas.ac-versailles.fr/;ce.0781883Y@ac-versailles.fr;Éducation nationale;;1991;2026-03-12;48.76423591028176, 1.9521663410362289
0920889S;78528304500041;025;Versailles;92;LGT PR;lycée d'enseignement général et technologique;SAINTE-GENEVIÈVE;Lycée général et technologique privé Sainte Geneviève;privé;lycée privé sous contrat Éducation nationale;48 AVENUE DE LA MARNE;92600;92004;Asnières-sur-Seine;0147930528;0147912875;;ce.0920889S@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.90786604728012, 2.283993031617917
0920908M;78531918700015;025;Versailles;92;LGT PR;lycée d'enseignement général et technologique;SAINT-THOMAS-DE-VILLENEUVE;Lycée général et technologique privé Saint Thomas de Villeneuve;privé;lycée privé sous contrat Éducation nationale;1646 avenue Roger Salengro;92370;92022;Chaville;0141159515;0141159500;;ce.0920908M@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.80798604716082, 2.186537750453322
